span_id,text,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence,rule_id
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,"Document the prioritized identified demographic groups using the Impact Assessment template. Tags: Impact Assessment. F3.2 Define and document any system components to be evaluated, in addition to the whole system. F3.3 Define and document a plan to evaluate the system components and the whole system for risks of
stereotyping, demeaning, and erasing the prioritized identified demographic groups.",org,,eval,Demographic stereotyping or erasure,The org must document the prioritized identified demographic groups using the Impact Assessment template.,,,TRUE,attest_check,Impact Assessment template,1
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,"Document the prioritized identified demographic groups using the Impact Assessment template. Tags: Impact Assessment. F3.2 Define and document any system components to be evaluated, in addition to the whole system. F3.3 Define and document a plan to evaluate the system components and the whole system for risks of
stereotyping, demeaning, and erasing the prioritized identified demographic groups.",org,,eval,Demographic stereotyping or erasure,"The org must define and document any system components to be evaluated, in addition to the whole system.",,,TRUE,attest_check,,2
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0003,"Tags: Ongoing Evaluation Checkpoint. F3.4 Evaluate the system according to the plan defined in requirement F3.3. Tags: Ongoing Evaluation Checkpoint. F3.5 Reassess the system design, including the choice of training data, features, objective function, and training
algorithm, to pursue the goal of minimizing the potential for stereotyping, demeaning, and erasing the identified
demographic groups.",evaluator,,eval,unverified system performance,The evaluator must evaluate the system according to the defined plan.,,during ongoing evaluation,TRUE,attest_check,evaluation plan,1
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0003,"Tags: Ongoing Evaluation Checkpoint. F3.4 Evaluate the system according to the plan defined in requirement F3.3. Tags: Ongoing Evaluation Checkpoint. F3.5 Reassess the system design, including the choice of training data, features, objective function, and training
algorithm, to pursue the goal of minimizing the potential for stereotyping, demeaning, and erasing the identified
demographic groups.",developer,,eval; dev; training,demographic stereotyping and erasure,"The developer must reassess the system design, including training data, features, objective function, and training algorithm, to minimize stereotyping, demeaning, and erasure of identified demographic groups.",,during ongoing evaluation,TRUE,attest_check; repo_check,,2
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,"Tags: Ongoing Evaluation Checkpoint. F3.6 Document the pre-release results from requirements F3.4 and F3.5. Determine and document how often
ongoing evaluation should be conducted to continue supporting this goal. Tags: Ongoing Evaluation Checkpoint.",org,,eval,undetected model performance degradation,The org must document the pre-release evaluation results from requirements F3.4 and F3.5.,,before release,TRUE,repo_check; attest_check,,1
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,"Tags: Ongoing Evaluation Checkpoint. F3.6 Document the pre-release results from requirements F3.4 and F3.5. Determine and document how often
ongoing evaluation should be conducted to continue supporting this goal. Tags: Ongoing Evaluation Checkpoint.",org,,prod,unmanaged model drift,The org must determine and document the required frequency of ongoing evaluation.,,,TRUE,repo_check; attest_check,,2
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,"F3.7 Publish information for customers about these risks involving identified demographic groups. When the
system is a platform service made available to external customers or partners, include this information in the
required Transparency Note. Tags: Transparency Note.",org,,public,uninformed user risk acceptance,The org must publish information for customers about risks involving identified demographic groups.,,,TRUE,repo_check,,1
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,"F3.7 Publish information for customers about these risks involving identified demographic groups. When the
system is a platform service made available to external customers or partners, include this information in the
required Transparency Note. Tags: Transparency Note.",org,,public; prod,uninformed user risk acceptance,The org must include information about risks involving identified demographic groups in the required Transparency Note.,,system is a platform service made available to external customers or partners,TRUE,repo_check,Transparency Note,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,"Microsoft Responsible AI Standard v2
21
Reliability & Safety Goals
Goal RS1: Reliability and safety guidance
Microsoft evaluates the operational factors and ranges within which AI systems are expected to perform reliably and
safely, remediates issues, and provides related information to customers. Applies to: All AI systems. Requirements
RS1.1 Document how:
1) reliable and safe behavior is defined for this system and,
2) what acceptable error rates are for overall system performance in the context of intended uses. Tags: Ongoing Evaluation Checkpoint.",org,,dev; eval,unspecified system safety behavior,The org must document how reliable and safe behavior is defined for the AI system.,,,TRUE,repo_check,,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,"Microsoft Responsible AI Standard v2
21
Reliability & Safety Goals
Goal RS1: Reliability and safety guidance
Microsoft evaluates the operational factors and ranges within which AI systems are expected to perform reliably and
safely, remediates issues, and provides related information to customers. Applies to: All AI systems. Requirements
RS1.1 Document how:
1) reliable and safe behavior is defined for this system and,
2) what acceptable error rates are for overall system performance in the context of intended uses. Tags: Ongoing Evaluation Checkpoint.",org,,dev; eval,unacceptable system error rates,The org must document what acceptable error rates are for overall system performance in the context of intended uses.,,in the context of intended uses,TRUE,repo_check,,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,"RS1.2 Evaluate training and test data sets to ensure that they include representation of the intended uses,
operational factors, and an appropriate range of settings for each factor. Document the evaluation. Tags: Ongoing Evaluation Checkpoint. RS1.3 Determine and document the operational factors, including quality of system input, use, and operational
context that are critical to manage for reliable and safe use of the system in its deployed context.",developer,,training; eval,biased model outputs,"The developer shall evaluate training and test data sets to ensure they include representation of the intended uses, operational factors, and an appropriate range of settings for each factor.",,,TRUE,data_check; attest_check,,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,"RS1.2 Evaluate training and test data sets to ensure that they include representation of the intended uses,
operational factors, and an appropriate range of settings for each factor. Document the evaluation. Tags: Ongoing Evaluation Checkpoint. RS1.3 Determine and document the operational factors, including quality of system input, use, and operational
context that are critical to manage for reliable and safe use of the system in its deployed context.",org,,training; eval,inability to audit model development,The org shall document the evaluation of training and test data sets.,,after data set evaluation,TRUE,repo_check; attest_check,data evaluation documentation,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,"RS1.2 Evaluate training and test data sets to ensure that they include representation of the intended uses,
operational factors, and an appropriate range of settings for each factor. Document the evaluation. Tags: Ongoing Evaluation Checkpoint. RS1.3 Determine and document the operational factors, including quality of system input, use, and operational
context that are critical to manage for reliable and safe use of the system in its deployed context.",developer,,dev; prod,unsafe system operation,The developer shall determine the operational factors that are critical to manage for reliable and safe use of the system in its deployed context.,,before deployment,TRUE,attest_check,,3
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,"RS1.2 Evaluate training and test data sets to ensure that they include representation of the intended uses,
operational factors, and an appropriate range of settings for each factor. Document the evaluation. Tags: Ongoing Evaluation Checkpoint. RS1.3 Determine and document the operational factors, including quality of system input, use, and operational
context that are critical to manage for reliable and safe use of the system in its deployed context.",org,,dev; prod,lack of operational guidance,The org shall document the determined operational factors critical for reliable and safe use of the system.,,after determining critical operational factors,TRUE,repo_check; attest_check,operational factors documentation,4
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,"Tags: Ongoing Evaluation Checkpoint. RS1.4 Define and document acceptable ranges for each operational factor important to support reliable and safe
system use. Define and document an acceptable error rate for the system when operating within these ranges. Tags: Ongoing Evaluation Checkpoint.",org,,prod,Unreliable or unsafe system operation,The org must define and document acceptable ranges for each operational factor important to support reliable and safe system use.,,,TRUE,attest_check,System operational range documentation,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,"Tags: Ongoing Evaluation Checkpoint. RS1.4 Define and document acceptable ranges for each operational factor important to support reliable and safe
system use. Define and document an acceptable error rate for the system when operating within these ranges. Tags: Ongoing Evaluation Checkpoint.",org,,prod,Unacceptable system error rate,The org must define and document an acceptable error rate for the system when operating within its defined operational ranges.,,when operating within defined ranges,TRUE,attest_check,Acceptable error rate documentation,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,"RS1.5 Define intended uses, if any, where additional operational factors, more narrow or different acceptable
ranges, or lower acceptable error rates (including false positive and false negative error rates), are advised to
ensure reliability and safety. Document your conclusions. Tags: Ongoing Evaluation Checkpoint. RS1.6 Define and document an evaluation plan based on requirements RS1.1, RS1.3, RS1.4, and RS1.5, to include
the environment in which the system will be evaluated.",org,,dev; eval,unsafe system operation,"The org shall define intended uses where additional operational factors, narrower acceptable ranges, or lower acceptable error rates are advised to ensure reliability and safety.",,,TRUE,attest_check,,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,"RS1.5 Define intended uses, if any, where additional operational factors, more narrow or different acceptable
ranges, or lower acceptable error rates (including false positive and false negative error rates), are advised to
ensure reliability and safety. Document your conclusions. Tags: Ongoing Evaluation Checkpoint. RS1.6 Define and document an evaluation plan based on requirements RS1.1, RS1.3, RS1.4, and RS1.5, to include
the environment in which the system will be evaluated.",org,,dev; eval,unsafe system operation,The org shall document its conclusions regarding intended uses with special operational factors or error rates.,,,TRUE,attest_check; repo_check,,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,"RS1.5 Define intended uses, if any, where additional operational factors, more narrow or different acceptable
ranges, or lower acceptable error rates (including false positive and false negative error rates), are advised to
ensure reliability and safety. Document your conclusions. Tags: Ongoing Evaluation Checkpoint. RS1.6 Define and document an evaluation plan based on requirements RS1.1, RS1.3, RS1.4, and RS1.5, to include
the environment in which the system will be evaluated.",org,,eval,inadequate system evaluation,The org shall define and document an evaluation plan that includes the environment in which the system will be evaluated.,,"based on requirements RS1.1, RS1.3, RS1.4, and RS1.5",TRUE,attest_check; repo_check,evaluation plan,3
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,"Tags: Ongoing Evaluation Checkpoint. RS1.7 Evaluate the system according to the evaluation plan defined in requirement RS1.6 to ensure reliable and
safe system behavior. Document the pre-release results of the evaluation. Determine and document how often
ongoing evaluation should be conducted to continue supporting this goal.",evaluator,,eval,Unsafe system behavior,The evaluator shall evaluate the system according to the evaluation plan to ensure reliable and safe system behavior.,,according to the evaluation plan,TRUE,attest_check,evaluation plan,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,"Tags: Ongoing Evaluation Checkpoint. RS1.7 Evaluate the system according to the evaluation plan defined in requirement RS1.6 to ensure reliable and
safe system behavior. Document the pre-release results of the evaluation. Determine and document how often
ongoing evaluation should be conducted to continue supporting this goal.",evaluator,,eval; qa,Undocumented system risks,The evaluator shall document the pre-release results of the evaluation.,,pre-release,TRUE,attest_check; repo_check,evaluation results document,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,"Tags: Ongoing Evaluation Checkpoint. RS1.7 Evaluate the system according to the evaluation plan defined in requirement RS1.6 to ensure reliable and
safe system behavior. Document the pre-release results of the evaluation. Determine and document how often
ongoing evaluation should be conducted to continue supporting this goal.",org,,eval,Stale safety evaluation,The org shall determine and document the required frequency for ongoing system evaluation.,,,TRUE,attest_check; repo_check,,3
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0006,"Tags: Ongoing Evaluation Checkpoint. RS1.8 In the event of failure cases within operational factors and defined ranges, work to resolve the issues. If the
Responsible Release Criteria established in requirements RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met, a
reassessment of intended uses and updated documentation is required. Tags: Ongoing Evaluation Checkpoint.",maintainer,,prod,operational system failure,The maintainer must work to resolve issues when failure cases occur within defined operational factors and ranges.,,in the event of failure cases within operational factors and defined ranges,TRUE,log_check; attest_check,,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0006,"Tags: Ongoing Evaluation Checkpoint. RS1.8 In the event of failure cases within operational factors and defined ranges, work to resolve the issues. If the
Responsible Release Criteria established in requirements RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met, a
reassessment of intended uses and updated documentation is required. Tags: Ongoing Evaluation Checkpoint.",org,,prod,unsafe or non-compliant system deployment,The org must perform a reassessment of the system's intended uses if the Responsible Release Criteria cannot be met.,,if Responsible Release Criteria cannot be met,TRUE,attest_check,,2
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,"RS1.9 Provide documentation to customers and potential customers of the system that includes the outputs of
requirements RS1.2, RS1.7 and RS1.8, and any unsupported uses defined in the Impact Assessment and in RS1.8. When the system is a platform service made available to external customers or partners, include this information in",provider,,public,uninformed system misuse,"The provider must provide documentation to customers and potential customers that includes the outputs of requirements RS1.2, RS1.7, RS1.8, and any unsupported uses defined in the Impact Assessment.",,,TRUE,repo_check; attest_check,customer documentation; Impact Assessment,1
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,"RS1.9 Provide documentation to customers and potential customers of the system that includes the outputs of
requirements RS1.2, RS1.7 and RS1.8, and any unsupported uses defined in the Impact Assessment and in RS1.8. When the system is a platform service made available to external customers or partners, include this information in",developer,,dev; research,physical or psychological harm,developer shall interview safety experts for domains where the system may impact the safety of people.,,where the system may impact the safety of people,TRUE,attest_check,,2
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,"Microsoft Responsible AI Standard v2
23
Goal RS2: Failures and remediations
Microsoft AI systems are designed to minimize the time to remediation of predictable or known failures. Applies to: All AI systems. Requirements
RS2.1 Define predictable failures, including false positive and false negative results for the system as a whole
and how they would impact stakeholders for each intended use. Use the Impact Assessment template to
document any adverse impacts of these failures on stakeholders.",org,,dev,unforeseen stakeholder harm from system failures,"The org must define predictable failures, including false positive and false negative results, and their impact on stakeholders for each intended use.",,,TRUE,attest_check,,1
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,"Microsoft Responsible AI Standard v2
23
Goal RS2: Failures and remediations
Microsoft AI systems are designed to minimize the time to remediation of predictable or known failures. Applies to: All AI systems. Requirements
RS2.1 Define predictable failures, including false positive and false negative results for the system as a whole
and how they would impact stakeholders for each intended use. Use the Impact Assessment template to
document any adverse impacts of these failures on stakeholders.",org,,dev,undocumented adverse impacts from system failures,The org must use the Impact Assessment template to document any adverse impacts of system failures on stakeholders.,,,TRUE,attest_check; repo_check,Impact Assessment,2
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,"Tags: Impact Assessment. RS2.2 For each case of a predictable failure likely to have an adverse impact on a stakeholder, document the
failure management approach:
1) When possible, design and build the system to avoid this failure. Describe the design solution. Estimate the time range for resolving predictable failures for each designed solution or indicate that
the failure will be prevented by design.
2) When a failure cannot be prevented by design, build a fallback option that may be used when this
failure occurs.",developer,,dev; high-risk,Preventable system failure,The developer shall design and build the system to avoid predictable failures likely to have an adverse impact on a stakeholder.,,for each predictable failure with adverse impact; when possible,TRUE,repo_check; ci_gate,,1
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,"Tags: Impact Assessment. RS2.2 For each case of a predictable failure likely to have an adverse impact on a stakeholder, document the
failure management approach:
1) When possible, design and build the system to avoid this failure. Describe the design solution. Estimate the time range for resolving predictable failures for each designed solution or indicate that
the failure will be prevented by design.
2) When a failure cannot be prevented by design, build a fallback option that may be used when this
failure occurs.",developer,,dev; high-risk,System failure without fallback,The developer shall build a fallback option that may be used when a predictable failure with adverse impact occurs.,,when a predictable failure cannot be prevented by design,TRUE,repo_check; ci_gate,,2
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,"Tags: Impact Assessment. RS2.2 For each case of a predictable failure likely to have an adverse impact on a stakeholder, document the
failure management approach:
1) When possible, design and build the system to avoid this failure. Describe the design solution. Estimate the time range for resolving predictable failures for each designed solution or indicate that
the failure will be prevented by design.
2) When a failure cannot be prevented by design, build a fallback option that may be used when this
failure occurs.",org,,high-risk,Unmanaged system failure,The org shall document the failure management approach for each predictable failure likely to have an adverse impact on a stakeholder.,,for each predictable failure with adverse impact,TRUE,attest_check; repo_check,Impact Assessment,3
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org,,prod,Operational disruption from system failure,"The org shall document the system's fallback option, including the estimated time required to invoke and use it.",,for systems in use,TRUE,repo_check; attest_check,Fallback plan documentation,1
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org,,prod,Inability to recover from failed deployment,"The org shall document the system's rollback plan, including the time required to roll back the entire system across all endpoints.",,for systems in use,TRUE,repo_check; attest_check,Rollback plan documentation,2
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org,,prod,Harm from a malfunctioning feature,"The org shall document the support for turning features off, including the time required to disable a feature across all endpoints.",,for systems in use,TRUE,repo_check; config_check,Operational runbook; Feature deactivation plan,3
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org,,prod,Delayed remediation of model failures,"The org shall document the process for updating and releasing model updates, including the time required for the update to propagate across all endpoints.",,for systems in use,TRUE,repo_check; attest_check,Model release process documentation,4
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org,,public,User harm due to lack of failure information,"The org shall document the process for notifying customers, partners, and end users of system changes, updated understandings of failures, and their best mitigations.",,upon system changes or failure discovery,TRUE,repo_check; attest_check,User communication plan,5
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,"Describe the fallback option and document the estimated time required to invoke and
use the fallback option.
3) Provide training and documentation for stakeholders accountable for system oversight that supports
their resolution of the failure. Describe the documentation and training. RS2.3 Document your plan for managing previously unknown failures that come to light once the system is
in use:
1) Describe the system's rollback plan and document the time that may elapse until the entire system,
across all endpoints can be rolled back.
2) Describe support for turning features off and document the time that may elapse until the feature can
be turned off across all endpoints.
3) Describe the process for updating and releasing updates to each model and document the time that
may elapse until the system has been updated across all endpoints.
4) Describe how customers, partners, and end users will be notified of changes to the system, updated
understandings of failures, and their best mitigations. RS2.4 Provide training and documentation for system owners, developers, customer support and other
stakeholders responsible for managing the system to support their remediation and mitigation of predictable
failures identified in requirement RS2.1.",org; developer; support,,internal,Inadequate failure response by internal teams,"The org shall provide training and documentation to stakeholders, including developers and customer support staff, responsible for managing the system to support remediation and mitigation of failures.",,,TRUE,attest_check; repo_check,Training materials; Training completion records; System documentation,6
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,"Document the training and documentation provided. Tools and practices
Recommendation RS2.1.1 Conduct Failure Mode and Effects Analysis. Recommendation RS2.2.1 Follow the Guidelines for Human-AI Interaction when designing the system to help",org,,internal,inadequate process auditability,The org must document all training and documentation provided to personnel.,,,TRUE,attest_check,training records; system documentation,1
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,"Document the training and documentation provided. Tools and practices
Recommendation RS2.1.1 Conduct Failure Mode and Effects Analysis. Recommendation RS2.2.1 Follow the Guidelines for Human-AI Interaction when designing the system to help",developer,,dev,unidentified system failure modes,The developer must conduct a Failure Mode and Effects Analysis.,,,TRUE,attest_check,Failure Mode and Effects Analysis report,2
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,"Document the training and documentation provided. Tools and practices
Recommendation RS2.1.1 Conduct Failure Mode and Effects Analysis. Recommendation RS2.2.1 Follow the Guidelines for Human-AI Interaction when designing the system to help",developer,,dev,poor human-AI interaction,The developer must follow the Guidelines for Human-AI Interaction when designing the system.,,when designing the system,TRUE,attest_check; repo_check,,3
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,"Microsoft Responsible AI Standard v2
24
Goal RS3: Ongoing monitoring, feedback, and evaluation
Microsoft AI systems are subject to ongoing monitoring, feedback, and evaluation so that we can identify and review
new uses, identify and troubleshoot issues, manage and maintain the systems, and improve them over time. Applies to: All AI systems. Requirements
RS3.1 Establish and document a detailed inventory of the system health monitoring methods to be used, to
include:
1) data and insights generated from data repositories, system analytics, and associated alerts,
2) processes by which customers can submit information about failures and concerns, and
3) processes by which the general public can submit feedback. RS3.2 Define and document a standard operating procedure and system health monitoring action plan for each
monitoring channel for the system, to include:
1) processes for reproducing system failures to support troubleshooting and prevention of future failures,
2) which events will be monitored,
3) how events will be prioritized for review,
4) the expected frequency of those reviews,
5) how events will be prioritized for response and timing to resolution,
6) how high priority issues related to supporting the Standard and its goals will be escalated to the Office of
Responsible AI, and
7) engaging customer service to ensure that they are aware of how to respond to issues for the system.",org,,prod,inadequate issue resolution,"The org must define and document a standard operating procedure and system health monitoring action plan that includes processes for failure reproduction, event monitoring, prioritization, review frequency, response timing, and escalation.",,for each monitoring channel,TRUE,repo_check; attest_check,system health monitoring standard operating procedure; system health monitoring action plan,1
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,"Microsoft Responsible AI Standard v2
24
Goal RS3: Ongoing monitoring, feedback, and evaluation
Microsoft AI systems are subject to ongoing monitoring, feedback, and evaluation so that we can identify and review
new uses, identify and troubleshoot issues, manage and maintain the systems, and improve them over time. Applies to: All AI systems. Requirements
RS3.1 Establish and document a detailed inventory of the system health monitoring methods to be used, to
include:
1) data and insights generated from data repositories, system analytics, and associated alerts,
2) processes by which customers can submit information about failures and concerns, and
3) processes by which the general public can submit feedback. RS3.2 Define and document a standard operating procedure and system health monitoring action plan for each
monitoring channel for the system, to include:
1) processes for reproducing system failures to support troubleshooting and prevention of future failures,
2) which events will be monitored,
3) how events will be prioritized for review,
4) the expected frequency of those reviews,
5) how events will be prioritized for response and timing to resolution,
6) how high priority issues related to supporting the Standard and its goals will be escalated to the Office of
Responsible AI, and
7) engaging customer service to ensure that they are aware of how to respond to issues for the system.",org,,prod,unaddressed system failures,"The org must establish and document an inventory of system health monitoring methods, including data sources, customer feedback channels, and public feedback channels.",,,TRUE,repo_check; attest_check,system health monitoring methods inventory,2
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",org,,,unsupported system use,"The org must determine whether a new use or operational factor can be supported by the existing system, requires additional work, or will not be supported.",,"When new uses, critical operational factors, or changes in an operational factor's supported range are identified",TRUE,attest_check,,1
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,"RS3.3 When new uses, critical operational factors, or changes in the supported range of an operational factor are
identified, determine whether any new use or operational factor can be supported with the existing system, will be
supported but require additional work, or will not be supported.
•
When new uses or operational factors identified are to be supported, evaluate the updated system in
accordance with requirement RS1.6, add the new intended use to the Impact Assessment, and publish
updated communication in accordance with requirement RS1.9.
•
When these new uses or operational factor range changes cannot or will not be accommodated to ensure
reliable and safe performance of the system update customer documentation described in RS1.9 to include
the new use as an unsupported use. When the system is a platform service made available to external customers or partners, include this information in
the required Transparency Note. Tags: Impact Assessment, Transparency Note. RS3.4 When a system is to be used for a Sensitive Use that imposes qualification or quality control requirements
beyond the intended uses and/or operational factor ranges, conduct an evaluation specific to this use.",developer,,eval,inadequate system evaluation for new uses,The developer must evaluate the updated system in accordance with requirement RS1.6.,,When new uses or operational factors are to be supported,TRUE,attest_check,,2
