unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id,new_span_id,new_kind,new_page,match_type
51,EU_AI_2024_removed/article-12/sent_0005,sentence,5,Article 12,Article 12,"Article 13
Transparency and provision of information to deployers
1.","For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5).","High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately.","[PREV] For high-risk AI systems referred to in point 1 (a), of Annex III, the logging capabilities shall provide, at a minimum:
(a) recording of the period of each use of the system (start date and time and end date and time of each use);
(b) the reference database against which input data has been checked by the system;
(c) the input data for which the search has led to a match;
(d) the identification of the natural persons involved in the verification of the results, as referred to in Article 14(5). [TARGET] Article 13
Transparency and provision of information to deployers
1. [NEXT] High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0002,sentence,5,contains
52,EU_AI_2024_removed/article-12/sent_0006,sentence,5,Article 12,Article 12,"High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately.","Article 13
Transparency and provision of information to deployers
1.","An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2.","[PREV] Article 13
Transparency and provision of information to deployers
1. [TARGET] High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately. [NEXT] An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0002,sentence,5,contains
53,EU_AI_2024_removed/article-12/sent_0007,sentence,5,Article 12,Article 12,"An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2.","High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately.","High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3.","[PREV] High-risk AI systems shall be designed and developed in such a way as to ensure that their operation is sufficiently
transparent to enable deployers to interpret a system's output and use it appropriately. [TARGET] An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2. [NEXT] High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0002,sentence,5,contains
54,EU_AI_2024_removed/article-12/sent_0008,sentence,5,Article 12,Article 12,"High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3.","An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2.","The instructions for use shall contain at least the following information:
(a) the identity and the contact details of the provider and, where applicable, of its authorised representative;
(b) the characteristics, capabilities and limitations of performance of the high-risk AI system, including:
(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the
high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable
circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its
intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and
OJ L, 12.7.2024
EN","[PREV] An appropriate type and degree of
transparency shall be ensured with a view to achieving compliance with the relevant obligations of the provider and
deployer set out in Section 3.
2. [TARGET] High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3. [NEXT] The instructions for use shall contain at least the following information:
(a) the identity and the contact details of the provider and, where applicable, of its authorised representative;
(b) the characteristics, capabilities and limitations of performance of the high-risk AI system, including:
(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the
high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable
circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its
intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and
OJ L, 12.7.2024
EN",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0002,sentence,5,contains
55,EU_AI_2024_removed/article-12/sent_0009,sentence,5,Article 12,Article 12,"The instructions for use shall contain at least the following information:
(a) the identity and the contact details of the provider and, where applicable, of its authorised representative;
(b) the characteristics, capabilities and limitations of performance of the high-risk AI system, including:
(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the
high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable
circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its
intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and
OJ L, 12.7.2024
EN","High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3.",,"[PREV] High-risk AI systems shall be accompanied by instructions for use in an appropriate digital format or otherwise that
include concise, complete, correct and clear information that is relevant, accessible and comprehensible to deployers.
3. [TARGET] The instructions for use shall contain at least the following information:
(a) the identity and the contact details of the provider and, where applicable, of its authorised representative;
(b) the characteristics, capabilities and limitations of performance of the high-risk AI system, including:
(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the
high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable
circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI system in accordance with its
intended purpose or under conditions of reasonably foreseeable misuse, which may lead to risks to the health and
OJ L, 12.7.2024
EN",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/article-12/sent_0003,sentence,5,contains
56,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0001,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is
intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant information in terms of the training,
validation and testing data sets used, taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of the high-risk AI system and use it
appropriately;
(c) the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the
moment of the initial conformity assessment, if any;
(d) the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the
interpretation of the outputs of the high-risk AI systems by the deployers;
(e) the computational and hardware resources needed, the expected lifetime of the high-risk AI system and any necessary
maintenance and care measures, including their frequency, to ensure the proper functioning of that AI system, including
as regards software updates;
(f) where relevant, a description of the mechanisms included within the high-risk AI system that allows deployers to
properly collect, store and interpret the logs in accordance with Article 12.",,"Article 14
Human oversight
1.","[TARGET] (v) when appropriate, its performance regarding specific persons or groups of persons on which the system is
intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant information in terms of the training,
validation and testing data sets used, taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of the high-risk AI system and use it
appropriately;
(c) the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the
moment of the initial conformity assessment, if any;
(d) the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the
interpretation of the outputs of the high-risk AI systems by the deployers;
(e) the computational and hardware resources needed, the expected lifetime of the high-risk AI system and any necessary
maintenance and care measures, including their frequency, to ensure the proper functioning of that AI system, including
as regards software updates;
(f) where relevant, a description of the mechanisms included within the high-risk AI system that allows deployers to
properly collect, store and interpret the logs in accordance with Article 12. [NEXT] Article 14
Human oversight
1.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0001,sentence,6,contains
57,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0002,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","Article 14
Human oversight
1.","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is
intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant information in terms of the training,
validation and testing data sets used, taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of the high-risk AI system and use it
appropriately;
(c) the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the
moment of the initial conformity assessment, if any;
(d) the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the
interpretation of the outputs of the high-risk AI systems by the deployers;
(e) the computational and hardware resources needed, the expected lifetime of the high-risk AI system and any necessary
maintenance and care measures, including their frequency, to ensure the proper functioning of that AI system, including
as regards software updates;
(f) where relevant, a description of the mechanisms included within the high-risk AI system that allows deployers to
properly collect, store and interpret the logs in accordance with Article 12.","High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2.","[PREV] (v) when appropriate, its performance regarding specific persons or groups of persons on which the system is
intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant information in terms of the training,
validation and testing data sets used, taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of the high-risk AI system and use it
appropriately;
(c) the changes to the high-risk AI system and its performance which have been pre-determined by the provider at the
moment of the initial conformity assessment, if any;
(d) the human oversight measures referred to in Article 14, including the technical measures put in place to facilitate the
interpretation of the outputs of the high-risk AI systems by the deployers;
(e) the computational and hardware resources needed, the expected lifetime of the high-risk AI system and any necessary
maintenance and care measures, including their frequency, to ensure the proper functioning of that AI system, including
as regards software updates;
(f) where relevant, a description of the mechanisms included within the high-risk AI system that allows deployers to
properly collect, store and interpret the logs in accordance with Article 12. [TARGET] Article 14
Human oversight
1. [NEXT] High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0001,sentence,6,contains
58,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0003,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2.","Article 14
Human oversight
1.","Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3.","[PREV] Article 14
Human oversight
1. [TARGET] High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2. [NEXT] Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0001,sentence,6,contains
59,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0004,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3.","High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2.","The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4.","[PREV] High-risk AI systems shall be designed and developed in such a way, including with appropriate human-machine
interface tools, that they can be effectively overseen by natural persons during the period in which they are in use.
2. [TARGET] Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3. [NEXT] The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0001,sentence,6,contains
60,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0005,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4.","Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3.","For the purpose of implementing paragraphs 1, 2 and 3, the high-risk AI system shall be provided to the deployer in
such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:
(a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its
operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;
(b) to remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk
AI system (automation bias), in particular for high-risk AI systems used to provide information or recommendations for
EN
OJ L, 12.7.2024","[PREV] Human oversight shall aim to prevent or minimise the risks to health, safety or fundamental rights that may emerge
when a high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable
misuse, in particular where such risks persist despite the application of other requirements set out in this Section.
3. [TARGET] The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4. [NEXT] For the purpose of implementing paragraphs 1, 2 and 3, the high-risk AI system shall be provided to the deployer in
such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:
(a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its
operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;
(b) to remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk
AI system (automation bias), in particular for high-risk AI systems used to provide information or recommendations for
EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0002,sentence,6,contains
61,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0006,sentence,6,"(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","(v) when appropriate, its performance regarding specific persons or groups of persons on which the system is","For the purpose of implementing paragraphs 1, 2 and 3, the high-risk AI system shall be provided to the deployer in
such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:
(a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its
operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;
(b) to remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk
AI system (automation bias), in particular for high-risk AI systems used to provide information or recommendations for
EN
OJ L, 12.7.2024","The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4.",,"[PREV] The oversight measures shall be commensurate with the risks, level of autonomy and context of use of the high-risk
AI system, and shall be ensured through either one or both of the following types of measures:
(a) measures identified and built, when technically feasible, into the high-risk AI system by the provider before it is placed
on the market or put into service;
(b) measures identified by the provider before placing the high-risk AI system on the market or putting it into service and
that are appropriate to be implemented by the deployer.
4. [TARGET] For the purpose of implementing paragraphs 1, 2 and 3, the high-risk AI system shall be provided to the deployer in
such a way that natural persons to whom human oversight is assigned are enabled, as appropriate and proportionate:
(a) to properly understand the relevant capacities and limitations of the high-risk AI system and be able to duly monitor its
operation, including in view of detecting and addressing anomalies, dysfunctions and unexpected performance;
(b) to remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk
AI system (automation bias), in particular for high-risk AI systems used to provide information or recommendations for
EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/v-when-appropriate-its-performance-regarding-specific-person/sent_0002,sentence,6,contains
62,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0001,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"(d) to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse
the output of the high-risk AI system;
(e) to intervene in the operation of the high-risk AI system or interrupt the system through a 'stop' button or a similar
procedure that allows the system to come to a halt in a safe state.
5.",,"For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority.","[TARGET] (d) to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse
the output of the high-risk AI system;
(e) to intervene in the operation of the high-risk AI system or interrupt the system through a 'stop' button or a similar
procedure that allows the system to come to a halt in a safe state.
5. [NEXT] For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0001,sentence,7,contains
63,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0002,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority.","(d) to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse
the output of the high-risk AI system;
(e) to intervene in the operation of the high-risk AI system or interrupt the system through a 'stop' button or a similar
procedure that allows the system to come to a halt in a safe state.
5.","The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate.","[PREV] (d) to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse
the output of the high-risk AI system;
(e) to intervene in the operation of the high-risk AI system or interrupt the system through a 'stop' button or a similar
procedure that allows the system to come to a halt in a safe state.
5. [TARGET] For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority. [NEXT] The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0001,sentence,7,contains
64,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0003,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate.","For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority.","Article 15
Accuracy, robustness and cybersecurity
1.","[PREV] For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in paragraph 3 of this Article
shall be such as to ensure that, in addition, no action or decision is taken by the deployer on the basis of the identification
resulting from the system unless that identification has been separately verified and confirmed by at least two natural
persons with the necessary competence, training and authority. [TARGET] The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate. [NEXT] Article 15
Accuracy, robustness and cybersecurity
1.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0001,sentence,7,contains
65,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0004,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"Article 15
Accuracy, robustness and cybersecurity
1.","The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate.","High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2.","[PREV] The requirement for a separate verification by at least two natural persons shall not apply to high-risk AI systems used for
the purposes of law enforcement, migration, border control or asylum, where Union or national law considers the
application of this requirement to be disproportionate. [TARGET] Article 15
Accuracy, robustness and cybersecurity
1. [NEXT] High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0001,sentence,7,contains
66,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0005,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2.","Article 15
Accuracy, robustness and cybersecurity
1.","To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3.","[PREV] Article 15
Accuracy, robustness and cybersecurity
1. [TARGET] High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2. [NEXT] To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0002,sentence,7,contains
67,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0006,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3.","High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2.","The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be declared in the accompanying
instructions of use.
4.","[PREV] High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy,
robustness, and cybersecurity, and that they perform consistently in those respects throughout their lifecycle.
2. [TARGET] To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3. [NEXT] The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be declared in the accompanying
instructions of use.
4.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0002,sentence,7,contains
68,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0007,sentence,7,the output of the high-risk AI system;,the output of the high-risk AI system;,"The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be declared in the accompanying
instructions of use.
4.","To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3.","High-risk AI systems shall be as resilient as possible regarding errors, faults or inconsistencies that may occur within
the system or the environment in which the system operates, in particular due to their interaction with natural persons or
other systems.","[PREV] To address the technical aspects of how to measure the appropriate levels of accuracy and robustness set out in
paragraph 1 and any other relevant performance metrics, the Commission shall, in cooperation with relevant stakeholders
and organisations such as metrology and benchmarking authorities, encourage, as appropriate, the development of
benchmarks and measurement methodologies.
3. [TARGET] The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be declared in the accompanying
instructions of use.
4. [NEXT] High-risk AI systems shall be as resilient as possible regarding errors, faults or inconsistencies that may occur within
the system or the environment in which the system operates, in particular due to their interaction with natural persons or
other systems.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/the-output-of-the-high-risk-ai-system/sent_0002,sentence,7,contains
