span_id,text,rule_id,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence
NIST AI RMF profiles_removed/map-5-2/sent_0001,"MAP 5.2: Practices and personnel for supporting regular engagement with relevant AI Actors and integrating feedback about
positive, negative, and unanticipated impacts are in place and documented. Action ID
Suggested Action
GAI Risks
MP-5.2-001
Determine context-based measures to identify if new impacts are present due to
the GAI system, including regular engagements with downstream AI Actors to
identify and quantify new contexts of unanticipated impacts of GAI systems. Human-AI Configuration; Value
Chain and Component Integration
MP-5.2-002
Plan regular engagements with AI Actors responsible for inputs to GAI systems,
including third-party data and algorithms, to review and evaluate unanticipated
impacts. Human-AI Configuration; Value
Chain and Component Integration
AI Actor Tasks: AI Deployment, AI Design, AI Impact Assessment, Affected Individuals and Communities, Domain Experts, EndUsers, Human Factors, Operation and Monitoring
MEASURE 1.1: Approaches and metrics for measurement of AI risks enumerated during the MAP function are selected for
implementation starting with the most significant AI risks.",2,"[""org""]",[],"[""regulated""]",unanticipated impact harm,org must plan regular engagements with AI Actors responsible for inputs to the GAI system to review and evaluate unanticipated impacts.,[],"[""AI Actors responsible for inputs to GAI systems"", ""third-party data or algorithms used""]",TRUE,"[""attest_check"", ""log_check"", ""config_check""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0002,"The risks or trustworthiness characteristics that will not – or cannot – be
measured are properly documented. Action ID
Suggested Action
GAI Risks
MS-1.1-001 Employ methods to trace the origin and modifications of digital content. Information Integrity
MS-1.1-002
Integrate tools designed to analyze content provenance and detect data
anomalies, verify the authenticity of digital signatures, and identify patterns
associated with misinformation or manipulation. Information Integrity
MS-1.1-003
Disaggregate evaluation metrics by demographic factors to identify any
discrepancies in how content provenance mechanisms work across diverse
populations.",1,"[""developer""]",[],[],misinformation,developer must employ methods to trace the origin and modifications of digital content.,[],"[""GAI processes or produces digital content""]",TRUE,"[""log_check"", ""config_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0002,"The risks or trustworthiness characteristics that will not – or cannot – be
measured are properly documented. Action ID
Suggested Action
GAI Risks
MS-1.1-001 Employ methods to trace the origin and modifications of digital content. Information Integrity
MS-1.1-002
Integrate tools designed to analyze content provenance and detect data
anomalies, verify the authenticity of digital signatures, and identify patterns
associated with misinformation or manipulation. Information Integrity
MS-1.1-003
Disaggregate evaluation metrics by demographic factors to identify any
discrepancies in how content provenance mechanisms work across diverse
populations.",2,"[""developer""]",[],[],information integrity compromise,"developer must integrate tools that analyze content provenance, detect data anomalies, verify digital signatures, and identify patterns of misinformation or manipulation.",[],"[""provenance analysis required"", ""digital signatures present or expected""]",TRUE,"[""repo_check"", ""config_check"", ""log_check"", ""ci_gate""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0002,"The risks or trustworthiness characteristics that will not – or cannot – be
measured are properly documented. Action ID
Suggested Action
GAI Risks
MS-1.1-001 Employ methods to trace the origin and modifications of digital content. Information Integrity
MS-1.1-002
Integrate tools designed to analyze content provenance and detect data
anomalies, verify the authenticity of digital signatures, and identify patterns
associated with misinformation or manipulation. Information Integrity
MS-1.1-003
Disaggregate evaluation metrics by demographic factors to identify any
discrepancies in how content provenance mechanisms work across diverse
populations.",3,"[""evaluator""]",[],"[""eval""]",algorithmic bias,evaluator must disaggregate evaluation metrics by demographic factors to identify discrepancies in how content provenance mechanisms work across populations.,[],"[""evaluation of provenance mechanisms""]",TRUE,"[""data_check"", ""log_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0003,"Information Integrity; Harmful
Bias and Homogenization
MS-1.1-004 Develop a suite of metrics to evaluate structured public feedback exercises
informed by representative AI Actors. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.1-005
Evaluate novel methods and technologies for the measurement of GAI-related
risks including in content provenance, offensive cyber, and CBRN, while
maintaining the models' ability to produce valid, reliable, and factually accurate
outputs. Information Integrity; CBRN
Information or Capabilities;
Obscene, Degrading, and/or
Abusive Content",1,"[""evaluator""]",[],"[""eval""]",harmful bias in feedback evaluation,evaluator must develop a suite of metrics to evaluate structured public feedback exercises informed by representative AI actors.,[],"[""structured public feedback exercises run"", ""representative AI actors consulted""]",TRUE,"[""repo_check"", ""config_check"", ""data_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/map-5-2/sent_0003,"Information Integrity; Harmful
Bias and Homogenization
MS-1.1-004 Develop a suite of metrics to evaluate structured public feedback exercises
informed by representative AI Actors. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.1-005
Evaluate novel methods and technologies for the measurement of GAI-related
risks including in content provenance, offensive cyber, and CBRN, while
maintaining the models' ability to produce valid, reliable, and factually accurate
outputs. Information Integrity; CBRN
Information or Capabilities;
Obscene, Degrading, and/or
Abusive Content",2,"[""evaluator""]",[],"[""eval""]",information integrity failure,"evaluator must evaluate novel methods and technologies for measuring GAI-related risks while maintaining the model’s validity, reliability, and factual accuracy.",[],"[""evaluation of methods for measuring GAI-related risks"", ""domains include content provenance, offensive cyber, or CBRN""]",TRUE,"[""data_check"", ""log_check"", ""attest_check"", ""ci_gate""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0001,"MS-1.1-006
Implement continuous monitoring of GAI system impacts to identify whether GAI
outputs are equitable across various sub-populations. Seek active and direct
feedback from affected communities via structured feedback mechanisms or redteaming to monitor and improve outputs. Harmful Bias and Homogenization
MS-1.1-007
Evaluate the quality and integrity of data used in training and the provenance of
AI-generated content, for example by employing techniques like chaos
engineering and seeking stakeholder feedback. Information Integrity
MS-1.1-008
Define use cases, contexts of use, capabilities, and negative impacts where
structured human feedback exercises, e.g., GAI red-teaming, would be most
beneficial for GAI risk measurement and management based on the context of
use.",1,"[""deployer""]",[],[],algorithmic bias,deployer must implement continuous monitoring of GAI system impacts to identify whether outputs are equitable across sub-populations and must seek active feedback from affected communities via structured feedback mechanisms or red-teaming.,[],"[""GAI in operation"", ""outputs provided to multiple sub-populations""]",TRUE,"[""log_check"", ""data_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0001,"MS-1.1-006
Implement continuous monitoring of GAI system impacts to identify whether GAI
outputs are equitable across various sub-populations. Seek active and direct
feedback from affected communities via structured feedback mechanisms or redteaming to monitor and improve outputs. Harmful Bias and Homogenization
MS-1.1-007
Evaluate the quality and integrity of data used in training and the provenance of
AI-generated content, for example by employing techniques like chaos
engineering and seeking stakeholder feedback. Information Integrity
MS-1.1-008
Define use cases, contexts of use, capabilities, and negative impacts where
structured human feedback exercises, e.g., GAI red-teaming, would be most
beneficial for GAI risk measurement and management based on the context of
use.",2,"[""evaluator""]",[],"[""eval""]",data integrity failure,"evaluator must evaluate the quality and integrity of data used in training and the provenance of AI-generated content, including by employing techniques like chaos engineering and seeking stakeholder feedback.",[],"[""training data in use"", ""AI-generated content present""]",TRUE,"[""data_check"", ""log_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0001,"MS-1.1-006
Implement continuous monitoring of GAI system impacts to identify whether GAI
outputs are equitable across various sub-populations. Seek active and direct
feedback from affected communities via structured feedback mechanisms or redteaming to monitor and improve outputs. Harmful Bias and Homogenization
MS-1.1-007
Evaluate the quality and integrity of data used in training and the provenance of
AI-generated content, for example by employing techniques like chaos
engineering and seeking stakeholder feedback. Information Integrity
MS-1.1-008
Define use cases, contexts of use, capabilities, and negative impacts where
structured human feedback exercises, e.g., GAI red-teaming, would be most
beneficial for GAI risk measurement and management based on the context of
use.",3,"[""org""]",[],[],ineffective risk management,"org must define use cases, contexts of use, capabilities, and negative impacts where structured human feedback exercises, including GAI red-teaming, are most beneficial for GAI risk measurement and management based on context of use.",[],"[""structured human feedback considered for risk measurement""]",TRUE,"[""attest_check"", ""config_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,"Harmful Bias and
Homogenization; CBRN
Information or Capabilities
MS-1.1-009
Track and document risks or opportunities related to all GAI risks that cannot be
measured quantitatively, including explanations as to why some risks cannot be
measured (e.g., due to technological limitations, resource constraints, or
trustworthy considerations). Include unmeasured risks in marginal risks. Information Integrity
AI Actor Tasks: AI Development, Domain Experts, TEVV
MEASURE 1.3: Internal experts who did not serve as front-line developers for the system and/or independent assessors are
involved in regular assessments and updates. Domain experts, users, AI Actors external to the team that developed or deployed the
AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",1,"[""admin""]",[],[],harmful bias,admin must implement continuous monitoring of GAI system impacts to identify whether outputs are equitable across sub-populations.,[],"[""across sub-populations""]",TRUE,"[""log_check"", ""io_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,"Harmful Bias and
Homogenization; CBRN
Information or Capabilities
MS-1.1-009
Track and document risks or opportunities related to all GAI risks that cannot be
measured quantitatively, including explanations as to why some risks cannot be
measured (e.g., due to technological limitations, resource constraints, or
trustworthy considerations). Include unmeasured risks in marginal risks. Information Integrity
AI Actor Tasks: AI Development, Domain Experts, TEVV
MEASURE 1.3: Internal experts who did not serve as front-line developers for the system and/or independent assessors are
involved in regular assessments and updates. Domain experts, users, AI Actors external to the team that developed or deployed the
AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",2,"[""admin""]",[],[],harmful bias,"admin must seek active, direct feedback from affected communities via structured mechanisms or red-teaming to monitor and improve outputs.",[],"[""structured feedback mechanisms or red-teaming used""]",TRUE,"[""config_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,"Harmful Bias and
Homogenization; CBRN
Information or Capabilities
MS-1.1-009
Track and document risks or opportunities related to all GAI risks that cannot be
measured quantitatively, including explanations as to why some risks cannot be
measured (e.g., due to technological limitations, resource constraints, or
trustworthy considerations). Include unmeasured risks in marginal risks. Information Integrity
AI Actor Tasks: AI Development, Domain Experts, TEVV
MEASURE 1.3: Internal experts who did not serve as front-line developers for the system and/or independent assessors are
involved in regular assessments and updates. Domain experts, users, AI Actors external to the team that developed or deployed the
AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",3,"[""developer""]","[""general""]","[""training""]",information integrity loss,developer must evaluate the quality and integrity of data used in training.,[],"[""training data used""]",TRUE,"[""data_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,"Harmful Bias and
Homogenization; CBRN
Information or Capabilities
MS-1.1-009
Track and document risks or opportunities related to all GAI risks that cannot be
measured quantitatively, including explanations as to why some risks cannot be
measured (e.g., due to technological limitations, resource constraints, or
trustworthy considerations). Include unmeasured risks in marginal risks. Information Integrity
AI Actor Tasks: AI Development, Domain Experts, TEVV
MEASURE 1.3: Internal experts who did not serve as front-line developers for the system and/or independent assessors are
involved in regular assessments and updates. Domain experts, users, AI Actors external to the team that developed or deployed the
AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",4,"[""developer""]","[""general""]",[],information integrity loss,developer must evaluate the provenance of AI-generated content.,[],"[""AI-generated content used""]",TRUE,"[""data_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0002,"Harmful Bias and
Homogenization; CBRN
Information or Capabilities
MS-1.1-009
Track and document risks or opportunities related to all GAI risks that cannot be
measured quantitatively, including explanations as to why some risks cannot be
measured (e.g., due to technological limitations, resource constraints, or
trustworthy considerations). Include unmeasured risks in marginal risks. Information Integrity
AI Actor Tasks: AI Development, Domain Experts, TEVV
MEASURE 1.3: Internal experts who did not serve as front-line developers for the system and/or independent assessors are
involved in regular assessments and updates. Domain experts, users, AI Actors external to the team that developed or deployed the
AI system, and affected communities are consulted in support of assessments as necessary per organizational risk tolerance.",5,"[""org""]",[],[],unmanaged AI risk,"org must define use cases, contexts of use, capabilities, and negative impacts where structured human feedback (e.g., GAI red-teaming) is most beneficial for risk measurement and management.",[],"[""based on context of use""]",TRUE,"[""config_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/ms-1-1-006/sent_0003,"Action ID
Suggested Action
GAI Risks
MS-1.3-001
Define relevant groups of interest (e.g., demographic groups, subject matter
experts, experience with GAI technology) within the context of use as part of
plans for gathering structured public feedback. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-002
Engage in internal and external evaluations, GAI red-teaming, impact
assessments, or other structured human feedback exercises in consultation
with representative AI Actors with expertise and familiarity in the context of
use, and/or who are representative of the populations associated with the
context of use. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-003
Verify those conducting structured human feedback exercises are not directly
involved in system development tasks for the same GAI model. Human-AI Configuration; Data
Privacy
AI Actor Tasks: AI Deployment, AI Development, AI Impact Assessment, Affected Individuals and Communities, Domain Experts,
End-Users, Operation and Monitoring, TEVV",1,"[""org""]",[],[],harmful bias,org must define relevant groups of interest within the context of use as part of plans for gathering structured public feedback.,[],"[""based on context of use"", ""as part of structured public feedback planning""]",TRUE,"[""config_check"", ""attest_check""]","[""public feedback plan""]"
NIST AI RMF profiles_removed/ms-1-1-006/sent_0003,"Action ID
Suggested Action
GAI Risks
MS-1.3-001
Define relevant groups of interest (e.g., demographic groups, subject matter
experts, experience with GAI technology) within the context of use as part of
plans for gathering structured public feedback. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-002
Engage in internal and external evaluations, GAI red-teaming, impact
assessments, or other structured human feedback exercises in consultation
with representative AI Actors with expertise and familiarity in the context of
use, and/or who are representative of the populations associated with the
context of use. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-003
Verify those conducting structured human feedback exercises are not directly
involved in system development tasks for the same GAI model. Human-AI Configuration; Data
Privacy
AI Actor Tasks: AI Deployment, AI Development, AI Impact Assessment, Affected Individuals and Communities, Domain Experts,
End-Users, Operation and Monitoring, TEVV",1,"[""org""]",[],[],harmful bias,"org must engage in internal and external evaluations, GAI red-teaming, impact assessments, or other structured human feedback exercises in consultation with representative actors and populations familiar with the context of use.",[],"[""in consultation with representative actors or populations"", ""familiar with the context of use""]",TRUE,"[""attest_check"", ""log_check""]","[""impact assessment""]"
NIST AI RMF profiles_removed/ms-1-1-006/sent_0003,"Action ID
Suggested Action
GAI Risks
MS-1.3-001
Define relevant groups of interest (e.g., demographic groups, subject matter
experts, experience with GAI technology) within the context of use as part of
plans for gathering structured public feedback. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-002
Engage in internal and external evaluations, GAI red-teaming, impact
assessments, or other structured human feedback exercises in consultation
with representative AI Actors with expertise and familiarity in the context of
use, and/or who are representative of the populations associated with the
context of use. Human-AI Configuration; Harmful
Bias and Homogenization; CBRN
Information or Capabilities
MS-1.3-003
Verify those conducting structured human feedback exercises are not directly
involved in system development tasks for the same GAI model. Human-AI Configuration; Data
Privacy
AI Actor Tasks: AI Deployment, AI Development, AI Impact Assessment, Affected Individuals and Communities, Domain Experts,
End-Users, Operation and Monitoring, TEVV",1,"[""org""]",[],[],biased evaluation,org must verify that personnel conducting structured human feedback exercises are not directly involved in system development tasks for the same GAI model.,[],"[""same GAI model""]",TRUE,"[""access_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0001,"MEASURE 2.2: Evaluations involving human subjects meet applicable requirements (including human subject protection) and are
representative of the relevant population. Action ID
Suggested Action
GAI Risks
MS-2.2-001 Assess and manage statistical biases related to GAI content provenance through
techniques such as re-sampling, re-weighting, or adversarial training. Information Integrity; Information
Security; Harmful Bias and
Homogenization
MS-2.2-002
Document how content provenance data is tracked and how that data interacts
with privacy and security. Consider: Anonymizing data to protect the privacy of
human subjects; Leveraging privacy output filters; Removing any personally
identifiable information (PII) to prevent potential harm or misuse.",1,"[""developer""]",[],[],harmful bias,developer must assess and manage statistical biases related to GAI content provenance.,[],"[""content provenance-related bias""]",TRUE,"[""data_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0001,"MEASURE 2.2: Evaluations involving human subjects meet applicable requirements (including human subject protection) and are
representative of the relevant population. Action ID
Suggested Action
GAI Risks
MS-2.2-001 Assess and manage statistical biases related to GAI content provenance through
techniques such as re-sampling, re-weighting, or adversarial training. Information Integrity; Information
Security; Harmful Bias and
Homogenization
MS-2.2-002
Document how content provenance data is tracked and how that data interacts
with privacy and security. Consider: Anonymizing data to protect the privacy of
human subjects; Leveraging privacy output filters; Removing any personally
identifiable information (PII) to prevent potential harm or misuse.",1,"[""org""]","[""PII""]",[],unauthorized PII disclosure,org must document how content provenance data is tracked and how that data interacts with privacy and security.,[],"[""content provenance data tracked"", ""privacy/security interactions documented""]",TRUE,"[""config_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0001,"MEASURE 2.2: Evaluations involving human subjects meet applicable requirements (including human subject protection) and are
representative of the relevant population. Action ID
Suggested Action
GAI Risks
MS-2.2-001 Assess and manage statistical biases related to GAI content provenance through
techniques such as re-sampling, re-weighting, or adversarial training. Information Integrity; Information
Security; Harmful Bias and
Homogenization
MS-2.2-002
Document how content provenance data is tracked and how that data interacts
with privacy and security. Consider: Anonymizing data to protect the privacy of
human subjects; Leveraging privacy output filters; Removing any personally
identifiable information (PII) to prevent potential harm or misuse.",2,"[""org""]","[""PII""]",[],unauthorized PII disclosure,"org must consider anonymizing data, leveraging privacy output filters, or removing PII to protect the privacy of human subjects and prevent potential harm or misuse.",[],"[""processing content provenance data""]",TRUE,"[""data_check"", ""config_check"", ""io_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0002,"Data Privacy; Human AI
Configuration; Information
Integrity; Information Security;
Dangerous, Violent, or Hateful
Content
MS-2.2-003 Provide human subjects with options to withdraw participation or revoke their
consent for present or future use of their data in GAI applications. Data Privacy; Human-AI
Configuration; Information
Integrity
MS-2.2-004
Use techniques such as anonymization, differential privacy or other privacyenhancing technologies to minimize the risks associated with linking AI-generated
content back to individual human subjects. Data Privacy; Human-AI
Configuration
AI Actor Tasks: AI Development, Human Factors, TEVV
MEASURE 2.3: AI system performance or assurance criteria are measured qualitatively or quantitatively and demonstrated for
conditions similar to deployment setting(s). Measures are documented.",1,"[""org""]",[],[],unauthorized data use,org must provide human subjects with options to withdraw participation or revoke consent for present or future use of their data in GAI applications.,[],"[""GAI applications"", ""present or future use of data"", ""human subjects""]",TRUE,"[""io_check"", ""config_check"", ""attest_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0002,"Data Privacy; Human AI
Configuration; Information
Integrity; Information Security;
Dangerous, Violent, or Hateful
Content
MS-2.2-003 Provide human subjects with options to withdraw participation or revoke their
consent for present or future use of their data in GAI applications. Data Privacy; Human-AI
Configuration; Information
Integrity
MS-2.2-004
Use techniques such as anonymization, differential privacy or other privacyenhancing technologies to minimize the risks associated with linking AI-generated
content back to individual human subjects. Data Privacy; Human-AI
Configuration
AI Actor Tasks: AI Development, Human Factors, TEVV
MEASURE 2.3: AI system performance or assurance criteria are measured qualitatively or quantitatively and demonstrated for
conditions similar to deployment setting(s). Measures are documented.",1,"[""developer""]",[],[],re-identification of human subjects,"developer must use techniques such as anonymization, differential privacy, or other privacy-enhancing technologies to minimize the risk of linking AI-generated content back to individual human subjects.",[],"[""linking AI-generated content to individuals""]",TRUE,"[""data_check"", ""config_check"", ""repo_check""]",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0003,"Action ID
Suggested Action
GAI Risks
MS-2.3-001 Consider baseline model performance on suites of benchmarks when selecting a
model for fine tuning or enhancement with retrieval-augmented generation. Information Security;
Confabulation
MS-2.3-002 Evaluate claims of model capabilities using empirically validated methods. Confabulation; Information
Security
MS-2.3-003 Share results of pre-deployment testing with relevant GAI Actors, such as those
with system release approval authority. Human-AI Configuration",1,['developer'],[],['finetune'],confabulation,The developer must consider baseline model performance on suites of benchmarks when selecting a model for fine-tuning or enhancement with retrieval-augmented generation.,[],"['model selection for fine-tuning', 'RAG enhancement']",TRUE,"['data_check', 'repo_check']",[]
NIST AI RMF profiles_removed/measure-2-2/sent_0003,"Action ID
Suggested Action
GAI Risks
MS-2.3-001 Consider baseline model performance on suites of benchmarks when selecting a
model for fine tuning or enhancement with retrieval-augmented generation. Information Security;
Confabulation
MS-2.3-002 Evaluate claims of model capabilities using empirically validated methods. Confabulation; Information
Security
MS-2.3-003 Share results of pre-deployment testing with relevant GAI Actors, such as those
with system release approval authority. Human-AI Configuration",1,['evaluator'],[],['eval'],confabulation,The evaluator must evaluate claims of model capabilities using empirically validated methods.,[],[],TRUE,"['attest_check', 'log_check']",[]
NIST AI RMF profiles_removed/ms-2-3-004/sent_0001,"MS-2.3-004
Utilize a purpose-built testing environment such as NIST Dioptra to empirically
evaluate GAI trustworthy characteristics. CBRN Information or Capabilities;
Data Privacy; Confabulation;
Information Integrity; Information
Security; Dangerous, Violent, or
Hateful Content; Harmful Bias and
Homogenization
AI Actor Tasks: AI Deployment, TEVV
MEASURE 2.5: The AI system to be deployed is demonstrated to be valid and reliable. Limitations of the generalizability beyond the
conditions under which the technology was developed are documented. Action ID
Suggested Action
Risks
MS-2.5-001 Avoid extrapolating GAI system performance or capabilities from narrow, nonsystematic, and anecdotal assessments.",1,['evaluator'],[],['eval'],information integrity loss,The evaluator must utilize a purpose-built testing environment to empirically evaluate GAI trustworthy characteristics.,[],['empirical evaluation of trustworthy characteristics'],TRUE,"['log_check', 'attest_check']",[]
NIST AI RMF profiles_removed/ms-2-3-004/sent_0001,"MS-2.3-004
Utilize a purpose-built testing environment such as NIST Dioptra to empirically
evaluate GAI trustworthy characteristics. CBRN Information or Capabilities;
Data Privacy; Confabulation;
Information Integrity; Information
Security; Dangerous, Violent, or
Hateful Content; Harmful Bias and
Homogenization
AI Actor Tasks: AI Deployment, TEVV
MEASURE 2.5: The AI system to be deployed is demonstrated to be valid and reliable. Limitations of the generalizability beyond the
conditions under which the technology was developed are documented. Action ID
Suggested Action
Risks
MS-2.5-001 Avoid extrapolating GAI system performance or capabilities from narrow, nonsystematic, and anecdotal assessments.",1,['evaluator'],[],['eval'],inaccurate capability claims,"The evaluator must not extrapolate GAI system performance or capabilities from narrow, non-systematic, or anecdotal assessments.",[],"['narrow assessments', 'non-systematic assessments', 'anecdotal assessments']",TRUE,"['repo_check', 'data_check']",[]
NIST AI RMF profiles_removed/ms-2-3-004/sent_0002,"Human-AI Configuration;
Confabulation
MS-2.5-002
Document the extent to which human domain knowledge is employed to
improve GAI system performance, via, e.g., RLHF, fine-tuning, retrievalaugmented generation, content moderation, business rules. Human-AI Configuration
MS-2.5-003 Review and verify sources and citations in GAI system outputs during predeployment risk measurement and ongoing monitoring activities. Confabulation
MS-2.5-004 Track and document instances of anthropomorphization (e.g., human images,
mentions of human feelings, cyborg imagery or motifs) in GAI system interfaces. Human-AI Configuration
MS-2.5-005 Verify GAI system training data and TEVV data provenance, and that fine-tuning
or retrieval-augmented generation data is grounded.",1,['evaluator'],[],"['eval', 'prod']",confabulation,The evaluator must review and verify sources and citations in GAI system outputs.,[],"['pre-deployment risk measurement', 'ongoing monitoring activities']",TRUE,"['io_check', 'log_check', 'attest_check']",['sources/citations']
NIST AI RMF profiles_removed/ms-2-3-004/sent_0002,"Human-AI Configuration;
Confabulation
MS-2.5-002
Document the extent to which human domain knowledge is employed to
improve GAI system performance, via, e.g., RLHF, fine-tuning, retrievalaugmented generation, content moderation, business rules. Human-AI Configuration
MS-2.5-003 Review and verify sources and citations in GAI system outputs during predeployment risk measurement and ongoing monitoring activities. Confabulation
MS-2.5-004 Track and document instances of anthropomorphization (e.g., human images,
mentions of human feelings, cyborg imagery or motifs) in GAI system interfaces. Human-AI Configuration
MS-2.5-005 Verify GAI system training data and TEVV data provenance, and that fine-tuning
or retrieval-augmented generation data is grounded.",1,['developer'],[],"['training', 'eval', 'finetune']",data integrity loss,"The developer must verify GAI system training data and TEVV data provenance, and that fine-tuning or retrieval-augmented generation data is grounded.",[],[],TRUE,"['data_check', 'attest_check']","['training data (provenance)', 'TEVV data (provenance)']"
NIST AI RMF profiles_removed/ms-2-3-004/sent_0003,"Information Integrity
MS-2.5-006
Regularly review security and safety guardrails, especially if the GAI system is
being operated in novel circumstances. This includes reviewing reasons why the
GAI system was initially assessed as being safe to deploy. Information Security; Dangerous,
Violent, or Hateful Content
AI Actor Tasks: Domain Experts, TEVV",1,['deployer'],[],['prod'],dangerous content generation,"The deployer must regularly review security and safety guardrails, including the reasons the GAI system was initially assessed as safe to deploy, especially when the system operates in novel circumstances.",[],['novel operating circumstances'],TRUE,"['config_check', 'attest_check', 'log_check']",[]
NIST AI RMF profiles_removed/measure-2-6/sent_0001,"MEASURE 2.6: The AI system is evaluated regularly for safety risks – as identified in the MAP function. The AI system to be
deployed is demonstrated to be safe, its residual negative risk does not exceed the risk tolerance, and it can fail safely, particularly if
made to operate beyond its knowledge limits. Safety metrics reflect system reliability and robustness, real-time monitoring, and
response times for AI system failures. Action ID
Suggested Action
GAI Risks
MS-2.6-001
Assess adverse impacts, including health and wellbeing impacts for value chain
or other AI Actors that are exposed to sexually explicit, offensive, or violent
information during GAI training and maintenance.",1,['evaluator'],[],['training'],wellbeing harm from exposure to toxic content,"The evaluator must assess adverse impacts, including health and wellbeing impacts, on value-chain or other AI actors who are exposed to sexually explicit, offensive, or violent information during training and maintenance.",[],"['during training', 'during maintenance', 'exposure to sexually explicit content', 'exposure to offensive content', 'exposure to violent content']",TRUE,"['attest_check', 'log_check']",[]
NIST AI RMF profiles_removed/measure-2-6/sent_0002,"Human-AI Configuration; Obscene,
Degrading, and/or Abusive
Content; Value Chain and
Component Integration;
Dangerous, Violent, or Hateful
Content
MS-2.6-002
Assess existence or levels of harmful bias, intellectual property infringement,
data privacy violations, obscenity, extremism, violence, or CBRN information in
system training data. Data Privacy; Intellectual Property;
Obscene, Degrading, and/or
Abusive Content; Harmful Bias and
Homogenization; Dangerous,
Violent, or Hateful Content; CBRN
Information or Capabilities
MS-2.6-003 Re-evaluate safety features of fine-tuned models when the negative risk exceeds
organizational risk tolerance. Dangerous, Violent, or Hateful
Content
MS-2.6-004 Review GAI system outputs for validity and safety: Review generated code to
assess risks that may arise from unreliable downstream decision-making. Value Chain and Component
Integration; Dangerous, Violent, or
Hateful Content
MS-2.6-005
Verify that GAI system architecture can monitor outputs and performance, and
handle, recover from, and repair errors when security anomalies, threats and
impacts are detected.",1,['evaluator'],[],['training'],harmful bias in training data,"The evaluator must assess the existence or levels of harmful bias, IP infringement, data privacy violations, obscenity, extremism, violence, or CBRN information in system training data.",[],[],TRUE,"['data_check', 'repo_check', 'attest_check']",['training data']
